ticker,date,open,high,low,close
RUBI,2025-08-04,6.02,6.69,2.6,3.4
RUBI,2025-08-05,3.37,4.5999,3.1,4.14
RUBI,2025-08-06,3.84,3.9099,3.4001,3.47
RUBI,2025-08-07,3.1,3.2499,2.7,2.82
RUBI,2025-08-08,2.7,2.7226,2.36,2.64
RUBI,2025-08-11,2.44,2.78,2.4,2.7
RUBI,2025-08-12,2.58,2.7517,2.52,2.57
RUBI,2025-08-13,2.53,2.64,2.445,2.47
RUBI,2025-08-14,2.47,2.495,2.32,2.43
RUBI,2025-08-15,2.47,2.4801,2.32,2.42
RUBI,2025-08-18,2.4,2.8481,2.3174,2.565
RUBI,2025-08-19,2.63,2.63,2.38,2.47
RUBI,2025-08-20,2.38,2.75,2.35,2.6
RUBI,2025-08-21,2.63,2.87,2.52,2.65
RUBI,2025-08-22,2.77,2.86,2.66,2.74
RUBI,2025-08-25,2.74,2.84,2.67,2.7
RUBI,2025-08-26,2.75,2.83,2.66,2.77
RUBI,2025-08-27,2.75,2.84,2.63,2.83
RUBI,2025-08-28,2.84,2.85,2.69,2.76
RUBI,2025-08-29,2.79,2.8041,2.68,2.7
RUBI,2025-09-02,2.72,2.72,2.51,2.55
RUBI,2025-09-03,2.59,2.72,2.43,2.5002
RUBI,2025-09-04,2.5,2.53,2.42,2.43
RUBI,2025-09-05,2.46,2.555,2.39,2.4362
RUBI,2025-09-08,2.4683,2.525,2.42,2.45
RUBI,2025-09-09,2.5,2.5,2.35,2.43
RUBI,2025-09-10,2.45,2.5,2.339,2.4
RUBI,2025-09-11,2.45,2.5,2.36,2.425
RUBI,2025-09-12,2.5,2.5,2.36,2.43
RUBI,2025-09-15,2.49,2.55,2.4,2.53
RUBI,2025-09-16,2.5,2.53,2.42,2.46
RUBI,2025-09-17,2.45,2.49,2.3839,2.47
RUBI,2025-09-18,2.5,2.54,2.44,2.515
RUBI,2025-09-19,2.52,2.5845,2.5,2.5465
RUBI,2025-09-22,2.44,2.55,2.37,2.45
RUBI,2025-09-23,2.49,2.5129,2.09,2.14
RUBI,2025-09-24,2.15,2.15,1.68,1.94
RUBI,2025-09-25,1.97,2.0996,1.8601,1.94
RUBI,2025-09-26,1.95,2.0,1.86,1.9405
RUBI,2025-09-29,2.01,2.1013,1.9604,2.08
RUBI,2025-09-30,2.1,2.17,2.0259,2.125
RUBI,2025-10-01,2.12,2.3,2.11,2.28
RUBI,2025-10-02,2.29,2.2997,2.1401,2.2662
RUBI,2025-10-03,2.27,2.2929,2.21,2.2423
RUBI,2025-10-06,2.23,2.2999,2.16,2.28
RUBI,2025-10-07,2.35,2.35,2.15,2.2599
RUBI,2025-10-08,2.22,2.26,2.0,2.1499
RUBI,2025-10-09,2.09,2.1,1.98,1.98
RUBI,2025-10-10,2.04,2.08,1.91,1.95
RUBI,2025-10-13,2.01,2.04,1.9,1.96
RUBI,2025-10-14,2.04,2.05,1.8947,1.99
RUBI,2025-10-15,2.07,2.07,1.95,2.01
RUBI,2025-10-16,2.1,2.1,1.95,1.99
RUBI,2025-10-17,1.97,2.0898,1.8506,1.87
RUBI,2025-10-20,1.94,2.009,1.87,1.88
RUBI,2025-10-21,1.89,1.96,1.85,1.87
RUBI,2025-10-22,1.79,1.79,1.7,1.79
RUBI,2025-10-23,1.78,1.78,1.66,1.68
RUBI,2025-10-24,1.75,1.7593,1.68,1.69
RUBI,2025-10-27,1.75,1.7676,1.62,1.62
RUBI,2025-10-28,1.62,1.69,1.565,1.58
RUBI,2025-10-29,1.59,1.84,1.46,1.55
RUBI,2025-10-30,1.55,1.59,1.44,1.44
RUBI,2025-10-31,1.43,1.45,0.7,0.7801
RUBI,2025-11-03,0.86,0.8814,0.67,0.6891
RUBI,2025-11-04,0.7,1.9199,0.5422,0.609
RUBI,2025-11-05,0.2727,0.3167,0.2416,0.306
RUBI,2025-11-06,0.2666,0.269,0.1969,0.225
RUBI,2025-11-07,0.3014,0.3515,0.272,0.3136
RUBI,2025-11-10,0.28,0.28,0.23,0.245649
RUBI,2025-11-11,0.228,0.2443,0.2154,0.2322
RUBI,2025-11-12,0.2032,0.218,0.1866,0.2
RUBI,2025-11-13,0.2457,0.2762,0.23,0.23
RUBI,2025-11-14,0.2198,0.2198,0.205,0.2062
RUBI,2025-11-17,0.1729,0.1729,0.1666,0.1729
RUBI,2025-11-18,0.175,0.1806,0.1585,0.1656
RUBI,2025-11-19,0.1648,0.17165,0.1611,0.163
RUBI,2025-11-20,0.1604,0.17,0.1434,0.146
RUBI,2025-11-21,0.1527,0.1527,0.1315,0.14335
RUBI,2025-11-24,0.149,0.169,0.1421,0.1582
RUBI,2025-11-25,0.2419,0.28609,0.1935,0.2355
RUBI,2025-11-26,0.2139,0.22999,0.2023,0.2162
RUBI,2025-11-28,0.16,0.1771,0.1466,0.1596
RUBI,2025-12-01,0.1367,0.143,0.1265,0.138
RUBI,2025-12-02,4.18,4.3427,2.765,2.81
RUBI,2025-12-03,3.0,3.35,2.82,3.06
RUBI,2025-12-04,2.92,2.9551,2.65,2.84
RUBI,2025-12-05,2.96,3.0,2.5223,2.65
RUBI,2025-12-08,2.7,2.76,2.5201,2.6
RUBI,2025-12-09,2.42,2.63,2.41,2.52
RUBI,2025-12-10,2.49,2.51,2.1,2.1401
RUBI,2025-12-11,1.97,2.03,1.75,1.8
RUBI,2025-12-12,1.69,1.8,1.6,1.645
RUBI,2025-12-15,1.61,1.63,1.43,1.48
RUBI,2025-12-16,1.395,1.46,1.32,1.44
RUBI,2025-12-17,1.455,1.51,1.38,1.43
RUBI,2025-12-18,1.43,1.58,1.3935,1.44
RUBI,2025-12-19,1.46,1.49,1.3376,1.38
RUBI,2025-12-22,1.39,1.52,1.35,1.4
RUBI,2025-12-23,1.37,1.41,1.15,1.27
RUBI,2025-12-24,1.26,1.34,1.2294,1.27
RUBI,2025-12-26,1.27,1.28,1.192,1.22
RUBI,2025-12-29,1.19,1.26,1.14,1.17
RUBI,2025-12-30,1.16,1.18,1.01,1.09
RUBI,2025-12-31,1.1,1.11,1.03,1.07
RUBI,2026-01-02,1.4,1.41,0.8901,0.999
RUBI,2026-01-05,0.9559,1.02,0.9559,0.9798
RUBI,2026-01-06,0.993,1.0583,0.9502,1.05
RUBI,2026-01-07,1.04,1.0568,0.91,0.9552
RUBI,2026-01-08,0.9311,0.9902,0.9129,0.9294
RUBI,2026-01-09,0.82,0.8497,0.7702,0.84
RUBI,2026-01-12,0.8018,0.856,0.78,0.856
RUBI,2026-01-13,0.85,0.8556,0.8033,0.8345
RUBI,2026-01-14,0.814,0.93,0.8131,0.921
RUBI,2026-01-15,0.91,0.91,0.85,0.9022
RUBI,2026-01-16,0.89,0.9041,0.8192,0.8248
RUBI,2026-01-20,0.833,0.833,0.7849,0.8101
RUBI,2026-01-21,0.8188,0.8599,0.8,0.854
RUBI,2026-01-22,0.835,0.885,0.825,0.8792
RUBI,2026-01-23,0.8682,0.8682,0.8209,0.8682
RUBI,2026-01-26,0.842,0.842,0.8051,0.8198
RUBI,2026-01-27,0.8198,0.84,0.7701,0.84
RUBI,2026-01-28,0.84,0.84,0.8,0.8004
RUBI,2026-01-29,0.81,0.83,0.7301,0.7548
RUBI,2026-01-30,0.77,0.77,0.713,0.721
RUBI,2026-02-02,0.763,0.763,0.703,0.72
